file,line_number,classification,match_tier,reason,raw_date,date,account_raw,account_code,account_name,description,csv_key_raw,csv_debit,csv_credit,csv_net,alms_id,alms_date,alms_account_code,alms_account_name,alms_description,alms_debit,alms_credit,alms_net
Copy of General_ledger.csv,3017,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/11/2014,2014-11-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,40925.65,,40925.65,,,,,,,,
Copy of General_ledger.csv,3059,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,61011.52,,61011.52,,,,,,,,
Copy of General_ledger.csv,3096,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/01/2015,2015-01-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,31455.05,,31455.05,,,,,,,,
Copy of General_ledger.csv,3152,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,28/02/2015,2015-02-28,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,29666.58,,29666.58,,,,,,,,
Copy of General_ledger.csv,3200,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/03/2015,2015-03-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,36087.14,,36087.14,,,,,,,,
Copy of General_ledger.csv,3239,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,22/04/2015,2015-04-22,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Liquor Barn | Deposit,,85.32,,85.32,,,,,,,,
Copy of General_ledger.csv,3261,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/04/2015,2015-04-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,27534.61,,27534.61,,,,,,,,
Copy of General_ledger.csv,3315,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/05/2015,2015-05-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,43940.75,,43940.75,,,,,,,,
Copy of General_ledger.csv,3370,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/06/2015,2015-06-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,55121.70,,55121.70,,,,,,,,
Copy of General_ledger.csv,3416,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/07/2015,2015-07-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,46323.89,,46323.89,,,,,,,,
Copy of General_ledger.csv,3417,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/07/2015,2015-07-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Liquor Barn | Deposit,,72.24,,72.24,,,,,,,,
Copy of General_ledger.csv,3452,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/08/2015,2015-08-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,39254.45,,39254.45,,,,,,,,
Copy of General_ledger.csv,3507,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/09/2015,2015-09-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,46340.84,,46340.84,,,,,,,,
Copy of General_ledger.csv,3560,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/10/2015,2015-10-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,36001.03,,36001.03,,,,,,,,
Copy of General_ledger.csv,3605,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/11/2015,2015-11-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,26712.38,,26712.38,,,,,,,,
Copy of General_ledger.csv,3652,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2015,2015-12-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,36157.53,,36157.53,,,,,,,,
Copy of General_ledger.csv,3702,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/01/2016,2016-01-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,22378.11,,22378.11,,,,,,,,
Copy of General_ledger.csv,3719,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,12/02/2016,2016-02-12,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,10500.00,,10500.00,,,,,,,,
Copy of General_ledger.csv,3749,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/02/2016,2016-02-29,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,20668.39,,20668.39,,,,,,,,
Copy of General_ledger.csv,3784,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/03/2016,2016-03-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,19425.97,,19425.97,,,,,,,,
Copy of General_ledger.csv,3820,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/04/2016,2016-04-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,20620.71,,20620.71,,,,,,,,
Copy of General_ledger.csv,3862,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/05/2016,2016-05-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,24851.12,,24851.12,,,,,,,,
Copy of General_ledger.csv,3913,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/06/2016,2016-06-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,28536.44,,28536.44,,,,,,,,
Copy of General_ledger.csv,3974,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/07/2016,2016-07-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,29132.91,,29132.91,,,,,,,,
Copy of General_ledger.csv,4015,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/08/2016,2016-08-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,37348.31,,37348.31,,,,,,,,
Copy of General_ledger.csv,4067,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/09/2016,2016-09-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,23992.84,,23992.84,,,,,,,,
Copy of General_ledger.csv,4120,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/10/2016,2016-10-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,19241.07,,19241.07,,,,,,,,
Copy of General_ledger.csv,4156,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/11/2016,2016-11-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,14841.31,,14841.31,,,,,,,,
Copy of General_ledger.csv,4267,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/01/2017,2017-01-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,28785.95,,28785.95,,,,,,,,
Copy of General_ledger.csv,4301,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,28/02/2017,2017-02-28,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,17667.96,,17667.96,,,,,,,,
Copy of General_ledger.csv,4356,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/03/2017,2017-03-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,17376.58,,17376.58,,,,,,,,
Copy of General_ledger.csv,4400,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/04/2017,2017-04-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,27161.62,,27161.62,,,,,,,,
Copy of General_ledger.csv,4475,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/05/2017,2017-05-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,32035.45,,32035.45,,,,,,,,
Copy of General_ledger.csv,4545,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,23/06/2017,2017-06-23,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Journal Entry,,165.75,,165.75,,,,,,,,
Copy of General_ledger.csv,4563,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/06/2017,2017-06-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,47076.47,,47076.47,,,,,,,,
Copy of General_ledger.csv,4629,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/07/2017,2017-07-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit,,40498.16,,40498.16,,,,,,,,
Copy of General_ledger.csv,4717,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/08/2017,2017-08-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,42863.78,,42863.78,,,,,,,,
Copy of General_ledger.csv,4781,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/09/2017,2017-09-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,31495.69,,31495.69,,,,,,,,
Copy of General_ledger.csv,4852,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/10/2017,2017-10-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,37604.98,,37604.98,,,,,,,,
Copy of General_ledger.csv,4902,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/11/2017,2017-11-30,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,31817.72,,31817.72,,,,,,,,
Copy of General_ledger.csv,4969,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2017,2017-12-31,1020 Personal CIBC 8362,1020,Personal CIBC 8362,Deposit | Deposit,,38167.38,,38167.38,,,,,,,,
Copy of General_ledger.csv,5069,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,1085 Payroll Clearing Account,1085,Payroll Clearing Account,Gross up payroll as per T4s | Journal Entry,,,116778.66,-116778.66,,,,,,,,
Copy of General_ledger.csv,5177,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,1085 Payroll Clearing Account,1085,Payroll Clearing Account,Gross up payroll as per T4s | Journal Entry,,,110879.62,-110879.62,,,,,,,,
Copy of General_ledger.csv,5235,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,1085 Payroll Clearing Account,1085,Payroll Clearing Account,Gross up payroll as per T4s | Journal Entry,,,51816.45,-51816.45,,,,,,,,
Copy of General_ledger.csv,5275,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/03/2015,2015-03-04,1085 Payroll Clearing Account,1085,Payroll Clearing Account,861556827 RT0001 | Receiver General | Cheque Expense,,,2711.63,-2711.63,,,,,,,,
Copy of General_ledger.csv,5308,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2015,2015-05-15,1085 Payroll Clearing Account,1085,Payroll Clearing Account,861556827 RT0001 | Receiver General | Cheque Expense,,,3826.11,-3826.11,,,,,,,,
Copy of General_ledger.csv,5424,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2015,2015-12-31,1085 Payroll Clearing Account,1085,Payroll Clearing Account,Payroll paid by cash | Journal Entry,,165106.18,,165106.18,,,,,,,,
Copy of General_ledger.csv,6335,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/08/2012,2012-08-10,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Cosmos Bottle Depot | Deposit,,31.15,,31.15,,,,,,,,
Copy of General_ledger.csv,6372,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,21/08/2012,2012-08-21,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | PartsSource | Deposit,,11.72,,11.72,,,,,,,,
Copy of General_ledger.csv,6418,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,09/09/2012,2012-09-09,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,114.78,,114.78,,,,,,,,
Copy of General_ledger.csv,6574,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,13/10/2012,2012-10-13,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,171.83,,171.83,,,,,,,,
Copy of General_ledger.csv,6575,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,13/10/2012,2012-10-13,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,20.14,,20.14,,,,,,,,
Copy of General_ledger.csv,6857,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,19/12/2012,2012-12-19,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | WCB | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,6911,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2012,2012-12-31,1090 Bank Shareholder,1090,Bank Shareholder,Move Bank Shareholder to SL | Journal Entry,,93112.44,,93112.44,,,,,,,,
Copy of General_ledger.csv,7624,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,17/07/2013,2013-07-17,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,90.10,,90.10,,,,,,,,
Copy of General_ledger.csv,7910,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,24/09/2013,2013-09-24,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Cosmos Bottle Depot | Deposit,,66.70,,66.70,,,,,,,,
Copy of General_ledger.csv,8270,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,23/12/2013,2013-12-23,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Cosmos Bottle Depot | Deposit,,59.35,,59.35,,,,,,,,
Copy of General_ledger.csv,8295,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2013,2013-12-31,1090 Bank Shareholder,1090,Bank Shareholder,Move Bank Shareholder to SL | Journal Entry,,90151.37,,90151.37,,,,,,,,
Copy of General_ledger.csv,8835,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/05/2014,2014-05-15,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | South Hill Bottle Depot | Deposit,,62.00,,62.00,,,,,,,,
Copy of General_ledger.csv,9202,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/07/2014,2014-07-04,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Cosmos Bottle Depot | Deposit,,115.75,,115.75,,,,,,,,
Copy of General_ledger.csv,9296,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,23/07/2014,2014-07-23,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,22.95,,22.95,,,,,,,,
Copy of General_ledger.csv,9436,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,22/08/2014,2014-08-22,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,18.64,,18.64,,,,,,,,
Copy of General_ledger.csv,9479,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/09/2014,2014-09-02,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Cosmos Bottle Depot | Deposit,,96.60,,96.60,,,,,,,,
Copy of General_ledger.csv,10067,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,13/12/2014,2014-12-13,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Safeway | Deposit,,11.25,,11.25,,,,,,,,
Copy of General_ledger.csv,10177,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2014,2014-12-31,1090 Bank Shareholder,1090,Bank Shareholder,Move Bank Shareholder to SL | Journal Entry,,143610.45,,143610.45,,,,,,,,
Copy of General_ledger.csv,10658,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,17/04/2015,2015-04-17,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,15.10,,15.10,,,,,,,,
Copy of General_ledger.csv,10729,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,04/05/2015,2015-05-04,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Rona | Deposit,,94.50,,94.50,,,,,,,,
Copy of General_ledger.csv,10772,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,19/05/2015,2015-05-19,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | WCB | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,10778,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,21/05/2015,2015-05-21,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Walmart | Deposit,,15.73,,15.73,,,,,,,,
Copy of General_ledger.csv,10842,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,05/06/2015,2015-06-05,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,1.75,,1.75,,,,,,,,
Copy of General_ledger.csv,10931,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,19/06/2015,2015-06-19,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,11227,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,13/08/2015,2015-08-13,1090 Bank Shareholder,1090,Bank Shareholder,Wholesale Club. | Deposit,,19.40,,19.40,,,,,,,,
Copy of General_ledger.csv,11278,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,24/08/2015,2015-08-24,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Staples | Deposit,,0.95,,0.95,,,,,,,,
Copy of General_ledger.csv,11630,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,21/11/2015,2015-11-21,1090 Bank Shareholder,1090,Bank Shareholder,Deposit | Liquor Barn | Deposit,,49.80,,49.80,,,,,,,,
Copy of General_ledger.csv,11781,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2015,2015-12-31,1090 Bank Shareholder,1090,Bank Shareholder,Move Bank Shareholder to SL | Journal Entry,,145676.43,,145676.43,,,,,,,,
Copy of General_ledger.csv,11814,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/01/2016,2016-01-10,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Telus Communications | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12356,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2016,2016-07-15,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12432,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,02/08/2016,2016-08-02,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12576,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,06/10/2016,2016-10-06,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12648,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,17/11/2016,2016-11-17,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Telus Communications | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12661,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,24/11/2016,2016-11-24,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | WCB | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12678,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,28/11/2016,2016-11-28,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12734,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2016,2016-12-31,1090 Bank Shareholder,1090,Bank Shareholder,Move Bank Shareholder to SL | Journal Entry,,95360.70,,95360.70,,,,,,,,
Copy of General_ledger.csv,12754,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,11/01/2017,2017-01-11,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12806,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,22/02/2017,2017-02-22,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12808,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,23/02/2017,2017-02-23,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Telus Communications | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12861,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/04/2017,2017-04-10,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,12894,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,01/05/2017,2017-05-01,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,13119,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Liquor Depot | Cheque Expense,,,2.94,-2.94,,,,,,,,
Copy of General_ledger.csv,13120,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Jumbo Car Wash | Cheque Expense,,,8.00,-8.00,,,,,,,,
Copy of General_ledger.csv,13121,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Co-op Liquor Store | Cheque Expense,,,36.04,-36.04,,,,,,,,
Copy of General_ledger.csv,13122,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Co-op Liquor Store | Cheque Expense,,,20.54,-20.54,,,,,,,,
Copy of General_ledger.csv,13123,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Liquor Depot | Cheque Expense,,,26.42,-26.42,,,,,,,,
Copy of General_ledger.csv,13124,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Real Canadian Super Store | Cheque Expense,,,18.88,-18.88,,,,,,,,
Copy of General_ledger.csv,13125,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Co-op Liquor Store | Cheque Expense,,,11.73,-11.73,,,,,,,,
Copy of General_ledger.csv,13126,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,15/07/2017,2017-07-15,1090 Bank Shareholder,1090,Bank Shareholder,Express 24 | Cheque Expense,,,40.01,-40.01,,,,,,,,
Copy of General_ledger.csv,13127,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,16/07/2017,2017-07-16,1090 Bank Shareholder,1090,Bank Shareholder,7-11 | Cheque Expense,,,20.00,-20.00,,,,,,,,
Copy of General_ledger.csv,13190,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,10/08/2017,2017-08-10,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,13242,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,23/08/2017,2017-08-23,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Telus Communications | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,13253,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,25/08/2017,2017-08-25,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,13349,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,09/09/2017,2017-09-09,1090 Bank Shareholder,1090,Bank Shareholder,Return | Journal Entry,,59.81,,59.81,,,,,,,,
Copy of General_ledger.csv,13395,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,27/09/2017,2017-09-27,1090 Bank Shareholder,1090,Bank Shareholder,QuickBooks generated zero amount transaction for bill payment stub | Rogers | Bill Payment (Cheque),,0.00,,0.00,,,,,,,,
Copy of General_ledger.csv,13682,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/12/2017,2017-12-31,1090 Bank Shareholder,1090,Bank Shareholder,Move Bank Shareholder to SL | Journal Entry,,20019.65,,20019.65,,,,,,,,
Copy of General_ledger.csv,13692,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/01/2012,2012-01-31,1095 Deposit Clearing,1095,Deposit Clearing,Deposit,,,35244.36,-35244.36,,,,,,,,
Copy of General_ledger.csv,13693,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,28/02/2012,2012-02-28,1095 Deposit Clearing,1095,Deposit Clearing,Deposit,,,26880.41,-26880.41,,,,,,,,
Copy of General_ledger.csv,13694,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,29/02/2012,2012-02-29,1095 Deposit Clearing,1095,Deposit Clearing,Deposit,,,5420.00,-5420.00,,,,,,,,
Copy of General_ledger.csv,13695,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,31/03/2012,2012-03-31,1095 Deposit Clearing,1095,Deposit Clearing,Deposit,,,30215.51,-30215.51,,,,,,,,
Copy of General_ledger.csv,13696,MISSING_IN_ALMS,FALLBACK,no candidate found by key/date/account/amount,30/04/2012,2012-04-30,1095 Deposit Clearing,1095,Deposit Clearing,Deposit,,,400.00,-400.00,,,,,,,,
